"LIMIT_BAL","SEX","EDU_GRAD_SCHOOL","EDU_UNIVERSITY","EDU_HIGH_SCHOOL","EDU_OTHER","MARITAL_MARRIED","MARITAL_SINGLE","MARITAL_OTHER","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","DELTA_1","DELTA_2","DELTA_3","DELTA_4","DELTA_5","DELTA_6","default payment next month"
50000,0,0,0,1,0,1,0,0,46,0,0,0,0,0,0,34152,14124,15512,15807,15765,15484,0
50000,1,0,1,0,0,0,1,0,26,1,2,2,0,0,0,49157,51350,47663,28113,27522,26995,0
30000,0,0,1,0,0,0,1,0,28,0,0,0,0,0,0,24236,28263,28304,24300,22001,0,0
140000,1,0,1,0,0,0,1,0,26,0,0,0,0,0,0,96185,100159,101176,101440,103914,103524,1
160000,1,1,0,0,0,0,1,0,28,0,0,0,0,-1,0,63201,45779,27052,-92447,87069,74426,0
400000,1,0,1,0,0,0,1,0,29,-1,0,-1,-1,-1,-1,16405,2250,-3515,3039,-598,1624,0
50000,0,0,1,0,0,1,0,0,25,0,0,0,0,0,0,26134,27120,28361,28934,28509,27652,0
140000,1,0,1,0,0,1,0,0,48,0,-1,-1,-1,-1,-1,-79,158,-493,225,-20231,20014,0
160000,1,0,1,0,0,1,0,0,33,-1,-1,-1,-1,0,-1,5562,-7427,-42948,51026,5123,2210,0
100000,1,0,0,1,0,1,0,0,43,0,0,-2,-2,-2,-2,62170,0,0,0,0,0,0
220000,0,1,0,0,0,1,0,0,48,2,0,0,0,0,0,200380,204502,195852,163615,166169,156902,1
510000,1,1,0,0,0,0,1,0,29,0,0,0,0,0,0,38321,79320,102686,98775,61900,-28261,0
50000,0,0,1,0,0,0,1,0,29,0,0,0,0,0,0,47674,33700,29563,24693,28068,21991,0
160000,1,1,0,0,0,1,0,0,38,-1,-1,-1,-1,2,-1,-191,-1305,-12972,18941,3926,10736,0
230000,1,1,0,0,0,0,1,0,37,-2,-2,-2,-2,-2,-2,-49032,50815,0,-299,-39,338,0
80000,1,1,0,0,0,0,1,0,37,-1,-1,-1,-1,-1,-1,9857,-5746,5798,-1456,-15228,12872,0
150000,1,0,1,0,0,1,0,0,25,-1,-1,-2,-1,-1,-1,6156,0,-316,0,0,0,0
10000,0,0,0,1,0,0,1,0,23,0,0,0,0,0,2,5840,6540,8524,8335,9729,9236,0
130000,1,0,0,1,0,0,1,0,49,0,0,0,0,0,0,84903,88267,70567,49093,27465,27500,1
40000,1,1,0,0,0,0,1,0,48,0,0,0,0,0,0,33271,32849,32134,33086,33262,34173,0
50000,0,0,1,0,0,0,1,0,27,3,2,2,0,0,-1,11994,14880,13816,13467,11705,1224,1
100000,0,0,0,1,0,0,1,0,32,0,0,0,0,0,0,67968,29541,20358,17706,18839,16111,0
120000,0,1,0,0,0,1,0,0,34,-1,2,-1,0,0,0,1082,-718,1350,900,450,-450,0
260000,1,1,0,0,0,0,1,0,58,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
200000,1,0,1,0,0,0,1,0,33,0,0,0,0,0,0,9253,11530,12024,12512,15125,8905,0
360000,1,0,1,0,0,0,1,0,28,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
70000,1,0,1,0,0,0,1,0,36,0,0,0,0,0,0,64216,56624,65108,27163,11310,13085,0
460000,0,1,0,0,0,1,0,0,40,2,-1,-1,-1,-1,-1,-2557,2715,-2667,2641,-22555,22535,1
50000,1,1,0,0,0,0,1,0,26,-1,-1,-1,-1,-1,-1,840,0,0,0,0,0,0
50000,0,0,0,1,0,1,0,0,33,0,0,0,0,0,0,48852,48263,49963,19339,19364,19006,0
250000,1,0,1,0,0,1,0,0,31,0,0,0,0,0,0,99109,98094,92109,95029,95871,96899,0
30000,1,1,0,0,0,0,1,0,27,0,0,-1,0,0,-2,512,1794,-836,1814,0,0,0
270000,0,0,1,0,0,1,0,0,44,0,0,0,0,-1,-1,117480,104027,82480,25370,640,12383,0
180000,1,0,0,1,0,0,1,0,30,0,0,0,0,0,0,156213,147061,143469,118591,100692,66993,0
100000,1,1,0,0,0,0,1,0,28,0,0,0,0,0,0,49321,49656,50575,47336,52831,53265,0
230000,1,0,0,1,0,1,0,0,32,0,0,0,0,0,0,190126,83743,87195,89814,94182,93457,0
210000,1,1,0,0,0,1,0,0,46,-1,-1,-1,-1,-1,-1,68360,20112,1798,3905,15585,-19191,0
210000,0,1,0,0,0,0,1,0,38,2,0,0,0,0,0,57226,60778,60769,60683,61663,44047,0
440000,1,0,1,0,0,1,0,0,46,0,0,0,0,0,0,172031,174650,146217,109335,101279,94921,0
100000,1,0,1,0,0,0,1,0,25,2,0,0,0,0,0,67424,69586,68125,67729,67758,49806,1
240000,1,0,1,0,0,1,0,0,46,0,0,0,0,0,0,7456,8900,9605,9765,10765,3311,0
280000,0,1,0,0,0,0,1,0,33,-1,-1,-1,-1,-1,-1,0,573,-573,573,325,-684896,1
50000,1,0,1,0,0,0,1,0,22,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
30000,0,0,1,0,0,1,0,0,43,3,2,2,2,2,2,600,2610,1614,2182,1400,2566,0
10000,0,0,1,0,0,0,1,0,27,0,0,2,0,0,0,3508,10227,9060,9531,9570,9482,1
130000,0,1,0,0,0,0,1,0,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,-1500,0
200000,0,1,0,0,0,0,1,0,31,0,0,0,0,0,0,185353,189879,181577,128541,128493,128690,0
120000,1,0,1,0,0,1,0,0,29,-1,-1,-1,-1,-1,-1,1029,-1662,756,1423,-1820,-676,0
210000,1,0,1,0,0,1,0,0,36,0,0,0,0,0,0,136742,137914,138415,142290,143449,126929,0
280000,1,1,0,0,0,1,0,0,36,0,0,0,0,0,0,56228,57325,61925,28601,29072,28771,0
300000,0,1,0,0,0,0,1,0,34,1,-2,-1,0,-1,-1,0,-13001,13001,-6994,19392,203,1
100000,0,0,1,0,0,0,1,0,37,0,0,0,0,0,0,95719,95890,64871,64561,64299,62208,0
440000,1,1,0,0,0,0,1,0,36,-2,-2,-2,-2,-2,-2,0,0,0,0,-162000,0,0
50000,1,0,0,1,0,1,0,0,40,0,0,0,0,0,0,47541,50007,11104,11898,12687,13458,0
20000,1,1,0,0,0,0,1,0,25,0,0,2,0,0,0,9168,14564,23820,14124,14761,10510,1
200000,1,1,0,0,0,0,1,0,27,-1,-1,-1,0,0,0,206,-295,-2948,3228,584,4534,0
110000,1,0,1,0,0,0,1,0,26,-2,-2,-2,-2,-2,-2,-2788,-2684,5704,-1744,1848,400,0
500000,1,0,1,0,0,1,0,0,36,-1,-1,-1,-1,-1,-1,-13479,23956,-8500,3910,4590,0,0
300000,1,0,1,0,0,1,0,0,27,1,-1,-1,-2,-2,-2,-5215,5215,0,0,0,0,0
30000,0,0,0,1,0,1,0,0,55,2,2,2,3,3,4,8520,9413,9339,11341,12336,13014,1
60000,1,1,0,0,0,0,1,0,27,-1,-1,-1,-1,-1,-1,7038,-782,9477,4616,-13284,11736,0
400000,1,0,1,0,0,1,0,0,38,-1,0,-1,-1,0,-1,2697,2246,-3968,5316,2717,-7008,0
180000,1,0,1,0,0,1,0,0,34,0,0,0,0,0,0,136301,141333,142042,122914,125331,127745,0
20000,0,1,0,0,0,0,1,0,40,0,0,0,2,0,0,7934,10638,16567,7411,11557,14340,0
200000,1,0,0,1,0,1,0,0,49,-1,2,2,2,0,0,52439,45040,56205,49723,56371,56983,1
100000,0,1,0,0,0,0,1,0,27,0,0,0,0,0,0,54103,51271,33215,28131,16671,6241,0
60000,0,0,1,0,0,0,1,0,23,0,0,0,0,0,0,47537,31282,33694,16468,15808,18730,1
110000,1,0,1,0,0,0,1,0,36,0,0,0,0,0,0,45619,46447,48330,48794,49675,51452,0
260000,1,0,0,1,0,1,0,0,53,1,-1,-1,-2,-2,-1,-165,-361,74,55,-88,26,0
50000,1,0,0,1,0,1,0,0,46,3,2,2,0,0,0,44768,50954,28446,28712,29035,24229,0
180000,0,0,1,0,0,0,1,0,29,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0
110000,0,0,1,0,0,0,1,0,29,1,2,2,0,0,0,55862,56598,49908,46647,46008,45969,1
340000,1,1,0,0,0,0,1,0,27,0,0,0,0,0,0,151075,174679,161281,149779,142913,53263,0
50000,0,0,1,0,0,0,1,0,24,-1,0,0,0,0,0,329,941,199,4999,7078,7085,0
230000,1,0,1,0,0,1,0,0,28,0,0,0,-2,-1,-1,24651,17726,100,1333,-5406,5173,1
360000,1,0,1,0,0,0,1,0,32,0,0,0,0,0,0,83029,87054,81834,85631,90123,90738,0
210000,0,0,1,0,0,0,1,0,43,1,-2,-1,0,0,0,0,-38013,35013,35555,42075,34056,0
220000,1,0,1,0,0,1,0,0,41,-1,2,2,-1,2,-1,325,650,-625,950,150,0,1
60000,1,0,1,0,0,1,0,0,34,2,2,2,2,2,0,21098,27976,23513,30184,28266,28934,1
340000,0,0,1,0,0,1,0,0,55,-2,-1,-1,-2,-2,-2,5731,36344,6110,-22409,17183,-69779,0
150000,0,1,0,0,0,1,0,0,40,2,2,2,2,2,2,94655,102586,91964,100975,102947,105228,0
200000,1,0,1,0,0,1,0,0,37,1,-1,2,-1,-1,-1,-1179,505,-6711,-17227,6209,14393,1
130000,1,0,1,0,0,0,1,0,40,0,0,2,0,0,0,6559,12394,11383,9326,7467,12185,1
60000,1,1,0,0,0,0,1,0,28,1,2,0,0,0,0,10540,8749,10564,1427,9433,24857,0
400000,1,0,1,0,0,1,0,0,43,1,-2,-2,-2,-1,-1,0,0,0,-1600,-76788,78388,0
20000,0,1,0,0,0,0,1,0,27,0,0,0,0,0,0,19248,17489,18828,18753,18434,18492,0
190000,1,1,0,0,0,0,1,0,28,0,0,0,0,0,0,137669,139535,146260,147785,150294,154496,0
260000,1,1,0,0,0,0,1,0,30,0,0,0,0,0,0,146882,152246,153988,151114,151762,153108,0
140000,1,0,1,0,0,0,1,0,31,-2,-2,-2,-2,-2,-2,390,0,0,0,0,0,0
50000,1,0,1,0,0,1,0,0,31,0,0,0,0,0,0,44538,43310,48614,29856,29032,28123,1
120000,1,1,0,0,0,0,1,0,34,-1,-1,0,-1,-1,-1,-6018,1494,5213,-230,-2470,-1207,0
240000,1,0,1,0,0,0,1,0,30,-2,-2,-2,-2,-2,-2,0,0,92,-92,92,-1883,0
50000,0,0,1,0,0,0,1,0,36,0,0,0,0,-1,0,4704,4972,4123,-298,978,978,0
200000,1,1,0,0,0,0,1,0,29,-1,2,-1,-1,-1,2,2393,-4689,-15336,15183,24815,23248,0
180000,0,1,0,0,0,1,0,0,39,0,0,-1,0,0,-1,263731,136713,216063,122295,-102010,-893,0
180000,1,1,0,0,0,0,1,0,26,0,0,0,0,0,0,139963,133181,126718,101788,103998,102489,0
160000,1,1,0,0,0,0,1,0,29,-1,-1,-2,-1,0,0,3097,-707,-7697,-2697,4682,-11346,0
100000,1,0,1,0,0,0,1,0,26,-1,-1,-1,0,0,0,-2840,33,3159,2462,-20,2455,0
50000,1,0,1,0,0,0,1,0,29,0,0,0,0,0,0,44081,47316,48409,43545,37963,39145,1
140000,1,0,1,0,0,0,1,0,31,0,0,0,0,0,0,131519,131450,135154,134379,135748,137174,0
30000,1,0,1,0,0,0,1,0,26,0,0,0,0,0,0,16482,17490,19502,19427,20081,18844,1
90000,0,1,0,0,0,0,1,0,26,0,0,-1,0,0,-1,37587,16273,1940,1940,-23101,20101,0
200000,0,1,0,0,0,1,0,0,36,1,-2,-1,-1,-2,-1,-24504,-60558,3432,-7684,-100000,-8614,0
380000,0,1,0,0,0,0,1,0,30,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
80000,1,0,1,0,0,0,1,0,43,0,0,0,0,0,0,73880,75502,55501,49351,18341,18532,0
50000,0,0,0,1,0,1,0,0,58,2,2,2,0,0,2,12499,18720,17122,17529,18455,18218,0
180000,0,0,1,0,0,1,0,0,45,-1,0,0,0,0,0,26198,26422,28550,28781,28919,29627,1
240000,1,0,1,0,0,0,1,0,26,0,0,0,0,0,0,134966,123106,120356,109133,110141,99840,0
380000,0,0,1,0,0,0,1,0,34,0,0,0,0,0,0,185304,144206,188992,168675,166253,164721,0
110000,1,0,0,0,1,0,1,0,24,0,0,0,0,0,0,80755,74531,76144,77631,78833,80462,0
260000,0,1,0,0,0,1,0,0,34,-1,-1,-1,-1,-1,-1,49366,-50767,15362,-31688,33748,0,0
500000,1,0,1,0,0,0,1,0,23,4,3,2,0,0,0,497726,509229,485936,489007,468612,400643,1
320000,1,0,1,0,0,0,1,0,30,0,0,0,0,0,0,68716,68583,69459,70188,71593,72110,0
50000,0,0,1,0,0,0,1,0,32,4,3,2,0,0,0,45734,44741,42300,42681,43733,24185,0
110000,0,1,0,0,0,1,0,0,40,1,-2,-1,0,-1,-1,0,-2066,2066,1784,0,150,1
230000,1,1,0,0,0,0,1,0,35,-2,-2,-2,-2,-2,-2,461,-99,-266,89,-37,93,0
330000,1,0,1,0,0,1,0,0,56,1,-1,-1,-2,-1,-1,-1538,13,1488,-3965,-4711,8292,0
50000,1,0,1,0,0,1,0,0,61,0,0,0,0,0,0,44166,47159,49501,22319,21171,23735,0
10000,0,0,1,0,0,0,1,0,24,-1,2,2,2,0,0,2887,423,2989,2813,1858,2132,0
300000,0,1,0,0,0,1,0,0,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
20000,1,0,1,0,0,1,0,0,32,3,2,0,0,0,0,20631,18842,19319,10694,10286,10369,1
180000,0,0,1,0,0,1,0,0,36,2,2,-2,-2,-2,-2,83538,0,0,0,0,0,1
160000,0,1,0,0,0,0,1,0,30,-1,-1,-1,-1,-1,-1,-2878,-12109,5963,-4450,-16684,-28288,0
90000,1,1,0,0,0,0,1,0,34,0,0,0,2,2,2,32662,26089,43449,34451,49718,46767,0
30000,0,0,0,1,0,0,0,1,54,0,0,0,0,0,0,20487,20298,20852,19221,22339,25943,0
180000,0,1,0,0,0,1,0,0,46,0,0,0,0,0,0,165167,169291,171928,101248,-132630,171719,0
30000,0,0,0,1,0,1,0,0,58,0,0,0,0,0,0,17503,18468,20314,20695,20800,20476,0
30000,0,0,1,0,0,1,0,0,43,1,2,0,0,0,2,20518,18559,19959,17309,25183,23242,0
140000,1,1,0,0,0,0,1,0,28,-1,0,0,-1,-1,-1,-3167,10591,2618,1391,-2100,-255,0
210000,0,1,0,0,0,0,1,0,30,0,0,0,0,0,0,66437,68906,41308,40584,44842,39888,0
50000,0,0,1,0,0,0,1,0,31,0,0,0,0,0,0,18526,12129,14766,6577,8139,7487,1
130000,1,0,1,0,0,0,1,0,29,0,0,0,0,0,0,84855,88205,68347,69693,71174,69605,0
50000,1,0,1,0,0,1,0,0,37,2,2,2,0,0,0,394,2800,3181,3059,1448,2015,1
140000,0,0,0,1,0,1,0,0,36,0,0,0,0,0,0,97594,48372,87502,86859,85216,85150,0
170000,1,0,1,0,0,0,1,0,28,-1,0,0,2,0,0,1843,1945,5646,5168,5077,5794,1
80000,0,0,1,0,0,0,1,0,25,0,0,0,0,0,-2,12609,30220,27344,25280,0,-6305,0
410000,1,0,0,0,0,1,0,0,42,0,0,0,0,0,0,323106,328904,335464,232365,225939,231876,0
80000,1,1,0,0,0,0,1,0,29,1,-1,-1,-2,-2,-2,-80000,80000,0,0,0,0,0
80000,0,0,0,1,0,1,0,0,73,-1,0,0,2,2,2,59644,61301,65375,67146,69370,69918,1
150000,0,0,1,0,0,1,0,0,43,0,0,0,0,0,0,145349,147549,150823,153953,157166,152425,0
260000,0,1,0,0,0,1,0,0,30,-1,-1,-1,0,0,-1,840,-291,582,291,-130291,-360,1
350000,0,1,0,0,0,1,0,0,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
280000,1,0,1,0,0,1,0,0,39,1,-1,0,0,0,0,-39933,33918,36167,36232,31570,28316,1
310000,0,0,1,0,0,1,0,0,44,0,0,0,0,0,0,99397,87976,84709,73218,69089,68967,0
140000,1,0,1,0,0,0,1,0,29,0,0,0,0,0,0,17110,14102,15862,16496,19214,19085,0
360000,0,1,0,0,0,1,0,0,51,-1,-1,-1,-2,-2,-2,13000,25000,0,0,0,0,0
140000,1,1,0,0,0,0,1,0,27,0,0,0,0,0,0,132428,134105,137952,136590,136650,137020,0
100000,0,1,0,0,0,0,1,0,38,0,0,0,0,0,0,38308,41453,41491,43011,42432,28947,0
50000,1,0,1,0,0,0,1,0,22,-2,-2,-2,-2,-2,-2,0,0,-848,848,-632,632,0
210000,1,0,1,0,0,1,0,0,30,0,0,0,0,0,0,100699,101134,104923,88143,80033,69125,0
120000,1,0,1,0,0,0,1,0,25,2,2,2,2,2,2,116291,120822,101615,111313,119311,112767,0
240000,0,1,0,0,0,0,1,0,29,0,0,0,0,0,-1,151129,128991,97102,62354,-156125,178822,0
60000,1,0,0,1,0,0,0,1,42,0,0,0,0,0,0,39834,27697,27135,27165,26227,27064,0
150000,0,1,0,0,0,0,1,0,41,-1,-1,-1,-1,-1,2,-627,1700,384,-2344,2344,350,1
30000,0,0,1,0,0,1,0,0,48,0,0,0,0,0,0,26105,27160,26760,24063,24578,23935,0
160000,1,1,0,0,0,0,1,0,29,2,2,2,2,2,2,152932,163916,148118,161093,170098,148146,1
200000,0,1,0,0,0,1,0,0,52,-2,-2,-2,-2,-2,-2,1168,-797,3410,0,-85900,81754,0
120000,1,0,1,0,0,1,0,0,25,0,0,0,-2,-2,-2,20476,21393,0,0,0,0,0
500000,0,1,0,0,0,1,0,0,37,1,2,0,0,0,0,506737,476660,418500,364345,342523,292984,0
320000,1,1,0,0,0,0,1,0,27,0,0,0,0,0,0,44203,54661,48551,51868,43031,55200,0
280000,0,1,0,0,0,0,1,0,31,0,0,0,0,0,0,158382,167646,174279,176455,162452,161695,0
60000,1,1,0,0,0,0,1,0,23,1,2,2,2,2,2,29332,25868,29205,30201,31049,31765,1
200000,1,1,0,0,0,1,0,0,38,-1,-1,-2,-1,-1,-2,190,0,-367,217,-150,-150,0
230000,1,1,0,0,0,1,0,0,32,1,-2,-1,-1,-1,-1,0,-2809,-1797,3803,-2612,3404,0
230000,1,0,1,0,0,0,1,0,27,1,2,0,0,0,0,13668,11583,12712,10283,8218,427,1
480000,1,0,0,1,0,1,0,0,41,-2,-2,-2,-2,-2,-2,-11867,-173317,190927,-10338,-3222,20593,0
50000,1,0,0,1,0,1,0,0,35,-1,-1,-1,-2,-2,-2,17500,5000,0,0,0,-640,0
200000,1,1,0,0,0,0,1,0,31,-2,-2,-2,-2,-2,-2,-10323,13743,1097,0,-160,-943,0
50000,1,1,0,0,0,0,1,0,30,0,0,0,0,0,2,12811,14662,16086,15895,19450,17990,0
50000,0,0,1,0,0,1,0,0,48,0,0,0,0,0,0,40709,39716,33639,16753,17091,17048,0
260000,1,1,0,0,0,0,1,0,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
30000,0,1,0,0,0,0,1,0,24,2,0,0,0,0,2,23765,24554,26703,25459,30002,27571,0
440000,1,1,0,0,0,0,1,0,29,0,0,0,0,0,0,161590,158178,151507,150964,151935,145926,0
230000,1,0,1,0,0,0,1,0,38,-1,-1,-1,-1,-1,-1,7442,1445,979,-2609,2980,-2213,0
200000,0,0,1,0,0,1,0,0,38,2,2,2,0,0,0,100478,105924,99163,93590,89045,105253,1
490000,1,0,1,0,0,1,0,0,30,0,0,0,0,0,0,182586,190824,194360,199495,190269,184306,0
80000,1,0,1,0,0,1,0,0,32,-1,-1,-2,-2,-2,-2,11262,0,0,0,0,0,0
20000,1,0,0,1,0,0,1,0,49,2,2,2,2,0,0,6551,10581,13087,9460,13827,15414,1
170000,1,1,0,0,0,0,1,0,31,-1,-1,-1,-1,0,-1,0,0,-199,398,0,-199,1
70000,0,1,0,0,0,0,1,0,27,0,0,0,0,0,0,66519,66890,66001,933,27622,28795,0
210000,1,0,1,0,0,0,1,0,33,0,0,0,0,0,0,206601,173446,114362,114766,65791,63167,0
90000,1,0,1,0,0,0,1,0,25,0,0,0,0,0,0,88694,68432,70241,71423,73070,74548,0
390000,1,1,0,0,0,0,1,0,27,0,0,0,0,0,0,291860,289386,290385,281869,282373,274826,1
110000,1,1,0,0,0,0,1,0,29,0,0,0,0,0,0,45623,47037,48422,48990,49957,50706,0
580000,1,1,0,0,0,1,0,0,36,0,0,0,0,0,0,153338,155624,160176,163359,162861,162018,0
360000,0,0,0,1,0,1,0,0,55,0,0,-1,-1,-1,-2,3195,-8969,15456,1770,0,0,0
270000,1,0,1,0,0,1,0,0,32,1,2,2,2,2,2,224752,225036,229286,201644,215690,221413,1
60000,1,1,0,0,0,0,1,0,27,-1,-1,-2,-1,2,-1,14072,0,-300,300,0,-50,0
110000,0,0,0,1,0,1,0,0,37,0,0,0,0,0,0,59507,60299,59862,58405,57972,57845,0
50000,1,1,0,0,0,1,0,0,25,0,0,0,0,0,0,48544,47223,45677,44221,20599,20155,0
80000,1,1,0,0,0,0,1,0,23,0,0,0,0,0,0,73812,71681,56850,-2358,44435,45410,1
50000,0,0,1,0,0,0,1,0,23,-1,-1,-1,-1,0,0,0,-50,-1295,-9605,12160,10184,0
100000,0,1,0,0,0,0,1,0,32,0,0,0,0,2,2,79831,81549,80789,87951,93381,86322,0
30000,1,1,0,0,0,0,1,0,26,1,-2,-1,-1,-1,-1,0,-945,945,-197,-2798,2995,0
200000,1,1,0,0,0,0,1,0,27,0,0,0,0,0,0,117219,118723,122355,110878,107180,120393,0
240000,0,1,0,0,0,0,1,0,44,0,0,0,0,0,0,234109,222433,227157,192643,186410,191857,1
220000,0,0,1,0,0,0,1,0,34,0,0,0,0,0,0,35704,31804,28154,23875,19729,15102,0
160000,1,1,0,0,0,0,1,0,28,0,0,0,0,0,0,141933,103204,86902,88583,79755,81488,0
180000,1,1,0,0,0,1,0,0,53,-1,-1,-1,0,0,-1,44862,-28106,29312,5400,-1599,1599,0
200000,0,0,0,0,1,1,0,0,42,0,0,0,0,0,0,33564,36761,30297,28884,30900,-2102,0
140000,1,0,0,1,0,1,0,0,30,0,0,0,2,0,0,91799,85101,82227,62790,58548,53680,0
380000,0,1,0,0,0,1,0,0,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,1
600000,0,1,0,0,0,1,0,0,53,2,2,0,0,0,0,467150,440862,453703,431130,419982,414715,1
260000,0,0,1,0,0,0,1,0,37,0,0,0,-1,0,0,241691,257714,-93362,115388,121402,125074,0
200000,1,1,0,0,0,0,1,0,26,0,0,-2,-2,-2,-2,156607,-1264,0,0,572,-1144,0
80000,0,0,1,0,0,0,1,0,42,0,0,0,0,0,0,75629,-23230,76753,47540,47119,46743,0
40000,0,0,1,0,0,0,1,0,39,0,0,0,0,0,-1,38007,35342,17130,14819,5285,328,0
130000,0,0,0,1,0,0,1,0,39,1,2,2,2,2,2,71034,63329,74175,66383,77217,69820,0
50000,0,1,0,0,0,0,1,0,32,-1,0,0,0,0,-2,22174,22231,24026,25775,0,0,0
230000,1,0,1,0,0,1,0,0,41,-1,-1,-1,-1,-1,-1,-17344,12509,-7414,1177,-2145,2576,0
70000,0,0,1,0,0,1,0,0,48,0,0,0,0,0,-1,48827,38666,31517,17630,3330,1810,1
180000,1,0,1,0,0,1,0,0,38,0,0,0,0,0,0,146853,141279,154019,118022,121075,121219,0
80000,1,0,1,0,0,1,0,0,36,-1,-1,-1,-1,-1,-1,-6949,2915,2722,1720,-6608,5670,0
290000,1,0,1,0,0,0,1,0,26,0,0,0,-1,-1,0,-59193,96860,96985,-20458,22325,-3452,0
230000,1,1,0,0,0,0,1,0,28,0,0,0,0,0,0,-89952,123221,107490,95273,91717,93116,0
170000,1,0,0,1,0,0,0,1,56,1,-2,-1,-1,-2,-1,0,-1991,1991,0,-150,-464,0
230000,0,1,0,0,0,1,0,0,59,-1,0,0,0,0,0,200923,199054,196713,194211,192155,184726,1
220000,0,1,0,0,0,0,1,0,38,0,0,0,0,0,0,203886,203543,203759,211812,161743,158291,1
230000,0,0,1,0,0,0,1,0,32,0,0,0,0,0,0,26504,26782,24345,21419,19240,19331,0
500000,0,0,1,0,0,1,0,0,38,0,0,0,-1,0,0,49346,42436,-576,17568,43190,49349,0
90000,1,1,0,0,0,1,0,0,41,-1,-1,-1,-1,-1,-1,2884,-2972,5883,-2563,2200,-692,0
390000,1,0,0,1,0,0,1,0,35,0,0,0,0,0,0,341413,346800,364288,242966,247496,253583,1
400000,1,0,1,0,0,0,1,0,41,0,0,0,0,0,0,352173,359105,369705,189984,146066,149170,0
180000,0,0,1,0,0,1,0,0,34,-1,-1,-1,-1,-1,-1,137,1650,-1004,964,-202,-1058,0
60000,0,0,0,1,0,1,0,0,38,1,2,2,0,0,2,27495,28821,29018,29493,32713,35002,0
120000,1,0,1,0,0,1,0,0,32,-1,-1,-1,-1,-1,-1,1476,2682,-6440,6440,-5930,810,0
60000,1,0,1,0,0,0,1,0,29,0,0,0,0,0,0,25299,26958,27937,28514,29391,22739,0
50000,0,1,0,0,0,0,1,0,44,0,0,0,0,0,0,49093,27027,28041,27310,27940,28638,0
70000,1,0,1,0,0,1,0,0,37,0,0,0,2,0,0,64241,62250,72972,69466,48625,48109,0
500000,1,1,0,0,0,1,0,0,38,-1,2,-1,-1,-1,0,600,-201,201,-300,300,-150,0
200000,0,1,0,0,0,0,1,0,31,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0
250000,1,0,1,0,0,1,0,0,40,0,0,0,0,-1,2,-75111,132666,90801,-1069,1069,-66700,0
140000,0,0,1,0,0,0,1,0,26,0,0,2,2,2,2,114367,146193,128802,143485,135119,124871,1
70000,1,0,1,0,0,0,1,0,28,0,0,0,0,-1,2,39152,40599,37129,31140,6736,4162,0
90000,0,0,0,1,0,1,0,0,48,1,2,2,2,2,2,75904,69317,69734,65409,61728,55292,0
100000,1,0,1,0,0,1,0,0,43,-1,-1,-1,-1,-1,-1,782,1135,18,-1750,-256,451,0
190000,0,0,1,0,0,1,0,0,31,0,0,0,0,0,0,169954,174330,168777,126637,111467,113948,0
230000,1,1,0,0,0,1,0,0,42,-1,-1,-1,-1,-1,-1,-8246,1946,13165,-10500,3508,6992,0
320000,0,0,1,0,0,1,0,0,39,0,0,0,0,0,0,90451,88017,87361,86193,86757,94385,0
220000,1,0,1,0,0,1,0,0,36,-1,-1,-1,0,-1,-1,-1252,856,792,0,0,-396,1
260000,1,1,0,0,0,1,0,0,34,-1,-1,-1,-1,-1,-1,10149,1425,523,-529,1768,-5211,0
90000,1,0,1,0,0,0,1,0,32,-2,-2,-2,-2,-2,-2,416,0,0,0,0,0,0
30000,1,0,1,0,0,1,0,0,43,2,2,2,2,2,0,27403,26620,22414,24368,19959,18833,0
260000,0,0,1,0,0,0,1,0,30,0,0,0,2,0,0,94560,89080,221895,106721,66497,67171,0
170000,1,0,1,0,0,0,1,0,28,0,0,-1,-1,-2,-2,24304,17308,308,0,0,0,0
80000,1,1,0,0,0,1,0,0,28,0,0,0,0,0,0,7371,8387,9790,9632,10106,10214,1
50000,0,1,0,0,0,1,0,0,41,-1,-1,-1,-1,-1,-1,-492,282,-774,170,-420,-680,0
200000,1,0,0,1,0,0,1,0,47,0,0,0,0,0,0,195662,195961,187449,189686,192526,191617,0
20000,0,0,1,0,0,0,1,0,23,0,0,2,0,0,0,9037,20417,17513,17823,29077,19560,0
250000,1,1,0,0,0,1,0,0,49,-1,-1,-2,-1,-1,-1,66,0,-120,114,-1651,1639,0
20000,0,1,0,0,0,1,0,0,38,0,0,0,2,2,0,14289,13356,19815,20705,19455,19083,0
30000,1,0,1,0,0,1,0,0,38,0,0,0,0,2,2,18344,20205,20537,22661,25128,23376,0
90000,1,0,1,0,0,1,0,0,35,1,2,2,2,2,2,23132,16474,28067,22820,31199,28548,0
